created_at,Image,PM2.5,PM10,Temperature,Humidity,aqi,Season,Day_or_Night,aqi_cat
2022-10-22 18:07:00,81,24.64,36.1538,27.18,42.183,41.06666667,Monsoon,Night,Good
2022-10-22 18:07:00,82,24.345,34.6542,27.19,41.939,40.575,Monsoon,Night,Good
2022-10-22 18:07:00,83,23.873,33.8718,27.18,41.898,39.78833333,Monsoon,Night,Good
2022-10-22 18:07:00,84,23.873,33.774,27.19,41.889,39.78833333,Monsoon,Night,Good
2022-10-22 18:08:00,85,23.755,33.448,27.2,41.839,39.59166667,Monsoon,Night,Good
2022-10-22 18:08:00,86,23.637,34.1,27.19,41.849,39.395,Monsoon,Night,Good
2022-10-22 18:08:00,87,23.991,34.6542,27.2,41.89,39.985,Monsoon,Night,Good
2022-10-22 18:08:00,88,24.286,34.7194,27.21,41.921,40.47666667,Monsoon,Night,Good
2022-10-22 18:08:00,89,24.168,34.4586,27.19,41.96,40.28,Monsoon,Night,Good
2022-10-22 18:08:00,90,24.463,35.6648,27.2,42.002,40.77166667,Monsoon,Night,Good
2022-10-22 18:08:00,91,24.404,35.5344,27.21,42.054,40.67333333,Monsoon,Night,Good
2022-10-22 18:08:00,92,24.227,35.4366,27.21,42.054,40.37833333,Monsoon,Night,Good
2022-10-22 18:08:00,93,24.286,35.9582,27.2,41.981,40.47666667,Monsoon,Night,Good
2022-10-22 18:08:00,94,24.522,36.3494,27.19,42.011,40.87,Monsoon,Night,Good
2022-10-22 18:09:00,95,24.404,35.8278,27.17,42.009,40.67333333,Monsoon,Night,Good
2022-10-22 18:09:00,96,24.522,35.7952,27.19,42.082,40.87,Monsoon,Night,Good
2022-10-22 18:09:00,97,24.581,35.6648,27.19,42.041,40.96833333,Monsoon,Night,Good
2022-10-22 18:09:00,98,24.404,35.3388,27.19,42.082,40.67333333,Monsoon,Night,Good
2022-10-22 18:09:00,99,24.345,34.915,27.17,42.101,40.575,Monsoon,Night,Good
2022-10-22 18:09:00,100,24.463,35.2736,27.18,42.092,40.77166667,Monsoon,Night,Good
2022-10-22 18:09:00,101,24.64,35.9256,27.19,42.144,41.06666667,Monsoon,Night,Good
2022-10-22 18:09:00,102,24.758,36.4146,27.18,42.122,41.26333333,Monsoon,Night,Good
2022-10-22 18:09:00,103,24.935,37.1318,27.19,42.153,41.55833333,Monsoon,Night,Good
2022-10-22 18:09:00,104,25.23,37.9142,27.19,42.184,42.05,Monsoon,Night,Good
2022-10-22 18:10:00,105,25.702,38.7944,27.17,42.081,42.83666667,Monsoon,Night,Good
2022-10-22 18:10:00,106,25.761,38.8596,27.17,42.07,42.935,Monsoon,Night,Good
2022-10-22 18:10:00,107,25.407,38.1098,27.18,42.111,42.345,Monsoon,Night,Good
2022-10-22 18:10:00,108,25.348,37.7512,27.15,42.149,42.24666667,Monsoon,Night,Good
2022-10-22 18:10:00,109,25.348,37.2622,27.17,42.182,42.24666667,Monsoon,Night,Good
2022-10-22 18:10:00,110,25.171,37.034,27.15,42.19,41.95166667,Monsoon,Night,Good
2022-10-22 18:10:00,111,25.171,36.5776,27.16,42.202,41.95166667,Monsoon,Night,Good
2022-10-22 18:10:00,112,25.289,36.871,27.14,42.271,42.14833333,Monsoon,Night,Good
2022-10-22 18:10:00,113,25.348,37.197,27.16,42.384,42.24666667,Monsoon,Night,Good
2022-10-22 18:10:00,114,25.053,37.034,27.13,42.351,41.755,Monsoon,Night,Good
2022-10-22 18:11:00,115,24.935,36.0234,27.15,42.332,41.55833333,Monsoon,Night,Good
2022-10-22 18:11:00,116,24.345,35.2736,27.12,42.238,40.575,Monsoon,Night,Good
2022-10-22 18:11:00,117,24.345,35.893,27.14,42.241,40.575,Monsoon,Night,Good
2022-10-22 18:11:00,118,24.345,35.4692,27.14,42.22,40.575,Monsoon,Night,Good
2022-10-22 18:11:00,119,24.345,35.5018,27.14,42.148,40.575,Monsoon,Night,Good
2022-10-22 18:11:00,120,24.286,36.2842,27.14,42.057,40.47666667,Monsoon,Night,Good
2022-10-22 18:11:00,121,24.699,36.2516,27.15,42.058,41.165,Monsoon,Night,Good
2022-10-22 18:11:00,122,24.64,35.9908,27.15,42.089,41.06666667,Monsoon,Night,Good
2022-10-22 18:11:00,123,24.876,37.034,27.14,42.119,41.46,Monsoon,Night,Good
2022-10-22 18:11:00,124,25.112,37.7186,27.17,42.05,41.85333333,Monsoon,Night,Good
2022-10-22 18:12:00,125,25.289,37.7512,27.16,41.734,42.14833333,Monsoon,Night,Good
2022-10-22 18:12:00,126,25.112,36.545,27.18,41.746,41.85333333,Monsoon,Night,Good
2022-10-22 18:12:00,127,25.348,37.5556,27.18,41.827,42.24666667,Monsoon,Night,Good
2022-10-22 18:12:00,128,25.053,36.219,27.16,41.847,41.755,Monsoon,Night,Good
2022-10-22 18:12:00,129,25.053,35.7952,27.17,41.836,41.755,Monsoon,Night,Good
2022-10-22 18:12:00,130,24.817,36.2516,27.16,41.835,41.36166667,Monsoon,Night,Good
2022-10-22 18:12:00,131,25.171,36.4146,27.15,41.854,41.95166667,Monsoon,Night,Good
2022-10-22 18:12:00,132,26.646,38.2076,27.16,41.896,44.41,Monsoon,Night,Good
2022-10-22 18:12:00,133,28.18,40.0658,27.15,41.936,46.96666667,Monsoon,Night,Good
2022-10-22 18:12:00,134,30.127,45.1188,27.16,42.131,50.21166667,Monsoon,Night,Good
2022-10-22 18:13:00,135,33.667,50.6934,27.19,42.377,56.11166667,Monsoon,Night,Satisfactory
2022-10-22 18:13:00,136,35.024,53.823,27.2,42.419,58.37333333,Monsoon,Night,Satisfactory
2022-10-22 18:13:00,137,34.847,55.3552,27.23,42.482,58.07833333,Monsoon,Night,Satisfactory
2022-10-22 18:13:00,138,34.493,54.7358,27.22,42.573,57.48833333,Monsoon,Night,Satisfactory
2022-10-22 18:13:00,139,34.67,54.964,27.23,42.686,57.78333333,Monsoon,Night,Satisfactory
2022-10-22 18:13:00,140,33.549,52.9754,27.23,42.726,55.915,Monsoon,Night,Satisfactory
2022-10-22 18:13:00,141,31.956,50.0414,27.22,42.634,53.26,Monsoon,Night,Satisfactory
2022-10-22 18:13:00,142,31.012,48.5744,27.23,42.604,51.68666667,Monsoon,Night,Satisfactory
2022-10-22 18:13:00,143,30.717,50.2696,27.23,42.655,51.195,Monsoon,Night,Satisfactory
2022-10-22 18:13:00,144,29.714,48.3462,27.22,42.664,49.52333333,Monsoon,Night,Good
2022-10-22 18:14:00,145,28.121,46.5532,27.24,42.564,46.86833333,Monsoon,Night,Good
2022-10-22 18:14:00,146,27.708,45.4774,27.23,42.401,46.18,Monsoon,Night,Good
2022-10-22 18:14:00,147,27,43.5214,27.23,42.33,45,Monsoon,Night,Good
2022-10-22 18:14:00,148,26.056,40.5874,27.24,42.179,43.42666667,Monsoon,Night,Good
2022-10-22 18:14:00,149,25.466,38.4684,27.26,42.007,42.44333333,Monsoon,Night,Good
2022-10-22 18:14:00,150,25.112,36.8058,27.25,41.823,41.85333333,Monsoon,Night,Good
2022-10-22 18:14:00,151,24.699,36.6428,27.25,41.753,41.165,Monsoon,Night,Good
2022-10-22 18:14:00,152,24.64,36.871,27.26,41.701,41.06666667,Monsoon,Night,Good
2022-10-22 18:14:00,153,24.699,36.9036,27.24,41.711,41.165,Monsoon,Night,Good
2022-10-22 18:14:00,154,24.699,36.2516,27.26,41.742,41.165,Monsoon,Night,Good
2022-10-22 18:14:00,155,25.053,37.5556,27.26,41.763,41.755,Monsoon,Night,Good
2022-10-22 18:16:00,156,25.997,38.5662,27.34,41.629,43.32833333,Monsoon,Night,Good
2022-10-22 18:16:00,157,25.938,38.2728,27.35,41.629,43.23,Monsoon,Night,Good
2022-10-22 18:16:00,158,25.643,37.4578,27.35,41.721,42.73833333,Monsoon,Night,Good
2022-10-22 18:16:00,159,25.879,37.0014,27.34,41.812,43.13166667,Monsoon,Night,Good
2022-10-22 18:16:00,160,26.174,37.2296,27.35,41.822,43.62333333,Monsoon,Night,Good
2022-10-22 18:16:00,161,26.056,37.1644,27.36,41.864,43.42666667,Monsoon,Night,Good
2022-10-22 18:16:00,162,25.879,37.4252,27.36,41.824,43.13166667,Monsoon,Night,Good
2022-10-22 18:16:00,163,26.056,37.197,27.36,41.742,43.42666667,Monsoon,Night,Good
2022-10-22 18:16:00,164,26.174,38.0446,27.41,41.695,43.62333333,Monsoon,Night,Good
2022-10-22 18:17:00,165,25.879,38.3054,27.43,41.709,43.13166667,Monsoon,Night,Good
2022-10-22 18:17:00,166,25.997,38.4358,27.44,41.638,43.32833333,Monsoon,Night,Good
2022-10-22 18:17:00,167,25.938,38.501,27.43,41.615,43.23,Monsoon,Night,Good
2022-10-22 18:17:00,168,25.82,39.4464,27.42,41.646,43.03333333,Monsoon,Night,Good
2022-10-22 18:17:00,169,26.115,39.7724,27.42,41.646,43.525,Monsoon,Night,Good
2022-10-22 18:17:00,170,25.997,39.316,27.42,41.747,43.32833333,Monsoon,Night,Good
2022-10-22 18:17:00,171,25.702,39.0878,27.45,41.659,42.83666667,Monsoon,Night,Good
2022-10-22 18:17:00,172,25.761,39.2508,27.45,41.445,42.935,Monsoon,Night,Good
2022-10-22 18:17:00,173,26.351,40.9134,27.46,41.375,43.91833333,Monsoon,Night,Good
2022-10-22 18:17:00,174,26.823,41.6958,27.48,41.326,44.705,Monsoon,Night,Good
2022-10-22 18:17:00,175,27.059,43.9126,27.48,41.356,45.09833333,Monsoon,Night,Good
2022-10-22 18:18:00,176,33.018,53.9208,27.48,41.54,55.03,Monsoon,Night,Satisfactory
2022-10-22 18:18:00,177,36.794,58.5174,27.5,41.572,61.32333333,Monsoon,Night,Satisfactory
2022-10-22 18:18:00,178,37.738,61.484,27.51,41.665,62.89666667,Monsoon,Night,Satisfactory
2022-10-22 18:18:00,179,39.213,65.0374,27.52,41.756,65.355,Monsoon,Night,Satisfactory
2022-10-22 18:18:00,180,40.039,66.7326,27.51,41.878,66.7326,Monsoon,Night,Satisfactory
2022-10-22 18:18:00,181,40.57,67.0912,27.54,42.073,67.61666667,Monsoon,Night,Satisfactory
2022-10-22 18:18:00,182,37.62,65.6568,27.54,42.033,65.6568,Monsoon,Night,Satisfactory
2022-10-22 18:18:00,183,34.611,64.1572,27.56,41.902,64.1572,Monsoon,Night,Satisfactory
2022-10-22 18:18:00,184,34.847,63.0814,27.57,41.884,63.0814,Monsoon,Night,Satisfactory
2022-10-22 18:18:00,185,35.555,61.81,27.58,41.875,61.81,Monsoon,Night,Satisfactory
2022-10-22 18:19:00,186,35.142,57.246,27.61,41.795,58.57,Monsoon,Night,Satisfactory
2022-10-22 18:19:00,187,34.729,55.8116,27.62,41.807,57.88166667,Monsoon,Night,Satisfactory
2022-10-22 18:19:00,188,34.906,55.5834,27.64,41.84,58.17666667,Monsoon,Night,Satisfactory
2022-10-22 18:19:00,189,33.372,54.312,27.66,41.831,55.62,Monsoon,Night,Satisfactory
2022-10-22 18:19:00,190,32.369,53.2688,27.66,41.627,53.94833333,Monsoon,Night,Satisfactory
2022-10-22 18:19:00,191,33.077,52.5516,27.66,41.598,55.12833333,Monsoon,Night,Satisfactory
2022-10-22 18:19:00,192,33.077,54.3772,27.67,41.517,55.12833333,Monsoon,Night,Satisfactory
2022-10-22 18:19:00,193,32.959,55.127,27.66,41.404,55.127,Monsoon,Night,Satisfactory
2022-10-22 18:19:00,194,31.897,55.4204,27.67,41.395,55.4204,Monsoon,Night,Satisfactory
2022-10-22 18:19:00,195,33.136,57.0504,27.67,41.395,57.0504,Monsoon,Night,Satisfactory
2022-10-22 18:20:00,196,32.369,57.7024,27.68,41.497,57.7024,Monsoon,Night,Satisfactory
2022-10-22 18:20:00,197,32.664,56.594,27.69,41.538,56.594,Monsoon,Night,Satisfactory
2022-10-22 18:20:00,198,33.549,55.5508,27.68,41.578,55.915,Monsoon,Night,Satisfactory
2022-10-22 18:20:00,199,35.968,55.4204,27.7,41.672,59.94666667,Monsoon,Night,Satisfactory
2022-10-22 18:20:00,200,36.676,55.127,27.7,41.682,61.12666667,Monsoon,Night,Satisfactory
2022-10-22 18:20:00,201,37.03,54.4424,27.7,41.682,61.71666667,Monsoon,Night,Satisfactory
2022-10-22 18:20:00,202,37.974,54.6054,27.72,41.644,63.29,Monsoon,Night,Satisfactory
2022-10-22 18:20:00,203,39.39,54.7684,27.72,41.663,65.65,Monsoon,Night,Satisfactory
2022-10-22 18:20:00,204,39.213,53.6926,27.72,41.582,65.355,Monsoon,Night,Satisfactory
2022-10-22 18:20:00,205,38.033,52.2582,27.73,41.44,63.38833333,Monsoon,Night,Satisfactory
2022-10-22 18:20:00,206,37.266,51.8996,27.72,41.236,62.11,Monsoon,Night,Satisfactory
2022-10-22 18:21:00,207,35.555,50.6608,27.66,41.119,59.25833333,Monsoon,Night,Satisfactory
2022-10-22 18:21:00,208,34.08,49.1286,27.68,40.978,56.8,Monsoon,Night,Satisfactory
2022-10-22 18:21:00,209,33.431,48.77,27.72,40.961,55.71833333,Monsoon,Night,Satisfactory
2022-10-22 18:21:00,210,34.257,51.1824,27.71,40.94,57.095,Monsoon,Night,Satisfactory
2022-10-22 18:21:00,211,35.024,52.2256,27.71,40.797,58.37333333,Monsoon,Night,Satisfactory
2022-10-22 18:21:00,212,38.269,53.4318,27.71,40.706,63.78166667,Monsoon,Night,Satisfactory
2022-10-22 18:21:00,213,38.741,54.5728,27.68,40.602,64.56833333,Monsoon,Night,Satisfactory
2022-10-22 18:21:00,214,37.62,55.0944,27.64,40.648,62.7,Monsoon,Night,Satisfactory
2022-10-22 18:21:00,215,36.44,57.8002,27.74,40.729,60.73333333,Monsoon,Night,Satisfactory
2022-10-22 18:21:00,216,36.676,60.2452,27.77,40.772,61.12666667,Monsoon,Night,Satisfactory
2022-10-22 18:22:00,217,33.372,71.4596,27.76,40.781,71.4596,Monsoon,Night,Satisfactory
2022-10-22 18:22:00,218,36.558,76.2518,27.77,40.772,76.2518,Monsoon,Night,Satisfactory
2022-10-22 18:22:00,219,38.623,74.8174,27.78,40.701,74.8174,Monsoon,Night,Satisfactory
2022-10-22 18:22:00,220,40.393,74.8174,27.78,40.609,74.8174,Monsoon,Night,Satisfactory
2022-10-22 18:22:00,221,40.688,74.0676,27.8,40.724,74.0676,Monsoon,Night,Satisfactory
2022-10-22 18:22:00,222,41.868,68.3626,27.8,40.755,69.78,Monsoon,Night,Satisfactory
2022-10-22 18:22:00,223,42.812,63.6682,27.81,40.685,71.35333333,Monsoon,Night,Satisfactory
2022-10-22 18:22:00,224,40.924,64.0268,27.79,40.602,68.20666667,Monsoon,Night,Satisfactory
2022-10-22 18:22:00,225,40.747,64.3202,27.79,40.509,67.91166667,Monsoon,Night,Satisfactory
2022-10-22 18:22:00,226,39.803,62.4294,27.79,40.388,66.33833333,Monsoon,Night,Satisfactory
2022-10-22 18:23:00,227,34.08,56.3984,27.8,40.256,56.8,Monsoon,Night,Satisfactory
2022-10-22 18:23:00,228,31.661,52.3886,27.82,40.298,52.76833333,Monsoon,Night,Satisfactory
2022-10-22 18:23:00,229,29.596,48.118,27.81,40.266,49.32666667,Monsoon,Night,Good
2022-10-22 18:23:00,230,28.711,49.6502,27.81,40.461,49.6502,Monsoon,Night,Good
2022-10-22 18:23:00,231,27.354,49.1286,27.81,40.501,49.1286,Monsoon,Night,Good
2022-10-22 18:23:00,232,26.941,47.9224,27.81,40.491,47.9224,Monsoon,Night,Good
2022-10-22 18:23:00,233,27.295,49.3894,27.78,40.458,49.3894,Monsoon,Night,Good
2022-10-22 18:23:00,234,28.239,50.3022,27.8,40.316,50.3022,Monsoon,Night,Good
2022-10-22 18:23:00,235,29.124,52.3886,27.79,40.071,52.3886,Monsoon,Night,Satisfactory
2022-10-22 18:23:00,236,29.773,51.7366,27.77,39.958,51.7366,Monsoon,Night,Satisfactory
2022-10-22 18:23:00,237,30.127,51.0846,27.73,39.903,51.0846,Monsoon,Night,Satisfactory
2022-10-22 18:24:00,238,30.717,53.5948,27.78,40.202,53.5948,Monsoon,Night,Satisfactory
2022-10-22 18:24:00,239,30.953,53.66,27.8,40.389,53.66,Monsoon,Night,Satisfactory
2022-10-22 18:24:00,240,29.596,52.682,27.79,40.082,52.682,Monsoon,Night,Satisfactory
2022-10-22 18:24:00,241,29.419,51.8996,27.8,39.838,51.8996,Monsoon,Night,Satisfactory
2022-10-22 18:24:00,242,30.304,52.1604,27.81,39.706,52.1604,Monsoon,Night,Satisfactory
2022-10-22 18:24:00,243,30.894,49.9762,27.8,39.593,51.49,Monsoon,Night,Satisfactory
2022-10-22 18:24:00,244,35.909,50.0414,27.81,39.585,59.84833333,Monsoon,Night,Satisfactory
2022-10-22 18:24:00,245,43.343,54.0512,27.8,39.736,72.23833333,Monsoon,Night,Satisfactory
2022-10-22 18:24:00,246,52.075,57.0504,27.81,39.727,86.79166667,Monsoon,Night,Satisfactory
2022-10-22 18:24:00,247,54.14,57.3438,27.8,39.645,90.23333333,Monsoon,Night,Satisfactory
2022-10-22 18:25:00,248,53.491,56.3006,27.78,39.897,89.15166667,Monsoon,Night,Satisfactory
2022-10-22 18:25:00,249,48.358,54.4424,27.79,40.255,80.59666667,Monsoon,Night,Satisfactory
2022-10-22 18:25:00,250,39.213,47.2378,27.79,39.807,65.355,Monsoon,Night,Satisfactory
2022-10-22 18:25:00,251,29.832,43.6844,27.76,39.509,49.72,Monsoon,Night,Good
2022-10-22 18:25:00,252,26.587,42.1848,27.78,39.398,44.31166667,Monsoon,Night,Good
2022-10-22 18:25:00,253,25.171,41.3698,27.8,39.521,41.95166667,Monsoon,Night,Good
2022-10-22 18:25:00,254,24.404,41.8588,27.8,39.481,41.8588,Monsoon,Night,Good
2022-10-22 18:25:00,255,24.994,43.391,27.82,39.432,43.391,Monsoon,Night,Good
2022-10-22 18:25:00,256,26.233,42.9672,27.82,39.453,43.72166667,Monsoon,Night,Good
2022-10-22 18:25:00,257,27.118,43.9452,27.81,39.514,45.19666667,Monsoon,Night,Good
2022-10-22 18:26:00,258,26.469,44.4994,27.83,39.32,44.4994,Monsoon,Night,Good
2022-10-22 18:26:00,259,25.584,41.924,27.82,39.524,42.64,Monsoon,Night,Good
2022-10-22 18:26:00,260,25.171,41.0112,27.82,39.452,41.95166667,Monsoon,Night,Good
2022-10-22 18:26:00,261,24.522,40.7504,27.81,39.36,40.87,Monsoon,Night,Good
2022-10-22 18:26:00,262,23.696,40.0658,27.82,39.371,40.0658,Monsoon,Night,Good
2022-10-22 18:26:00,263,23.755,40.3266,27.81,39.391,40.3266,Monsoon,Night,Good
2022-10-22 18:26:00,264,23.283,39.4138,27.83,39.361,39.4138,Monsoon,Night,Good
2022-10-22 18:26:00,265,23.578,40.0332,27.83,39.361,40.0332,Monsoon,Night,Good
2022-10-22 18:26:00,266,23.873,39.0552,27.82,39.423,39.78833333,Monsoon,Night,Good
2022-10-22 18:26:00,267,24.109,38.2728,27.81,39.452,40.18166667,Monsoon,Night,Good
2022-10-22 18:26:00,268,24.758,38.99,27.81,39.523,41.26333333,Monsoon,Night,Good
2022-10-22 18:27:00,269,26.292,41.5654,27.77,39.723,43.82,Monsoon,Night,Good
2022-10-22 18:27:00,270,26.646,42.5108,27.78,39.734,44.41,Monsoon,Night,Good
2022-10-22 18:27:00,271,26.233,43.0976,27.77,39.652,43.72166667,Monsoon,Night,Good
2022-10-22 18:27:00,272,25.938,42.7716,27.76,39.61,43.23,Monsoon,Night,Good
2022-10-22 18:27:00,273,24.994,41.4024,27.8,39.542,41.65666667,Monsoon,Night,Good
2022-10-22 18:27:00,274,24.699,39.0878,27.79,39.521,41.165,Monsoon,Night,Good
2022-10-22 18:27:00,275,24.994,38.4684,27.8,39.553,41.65666667,Monsoon,Night,Good
2022-10-22 18:27:00,276,26.174,39.7398,27.82,39.605,43.62333333,Monsoon,Night,Good
